student_id,course_id,chapter_order,time_spent,score,completion_status
24,10,2,18.16,73.0,1
24,10,3,13.96,45.23,1
24,10,4,48.92,53.13,1
24,10,5,20.81,49.17,1
24,10,6,32.48,76.69,1
24,10,7,16.31,70.13,1
24,10,8,43.41,71.86,1
24,10,9,31.68,56.87,1
25,4,1,86.99,40.56,1
25,4,2,27.34,50.2,1
25,4,3,59.94,71.16,0
26,3,1,18.97,53.95,1
26,3,2,36.17,60.68,1
26,3,3,52.38,59.25,1
26,3,4,36.29,59.66,1
26,3,5,10.39,56.25,1
26,3,6,33.13,60.13,1
26,3,7,61.63,57.85,1
26,3,8,19.72,48.69,1
26,3,9,69.15,49.63,1
27,8,1,55.56,38.04,1
27,8,2,32.19,67.81,1
27,8,3,32.44,54.21,1
27,8,4,31.55,61.05,1
27,8,5,34.24,59.31,1
27,8,6,14.99,50.88,1
28,1,1,5.0,54.26,1
28,1,2,14.31,57.59,1
28,1,3,11.08,58.71,1
28,1,4,17.33,53.14,1
28,1,5,5.0,64.13,1
28,1,6,16.08,51.8,1
28,1,7,14.7,71.23,1
28,1,8,10.61,83.89,1
28,1,9,22.53,60.41,1
28,1,10,10.3,58.24,1
28,1,11,5.0,75.69,1
29,10,1,5.0,68.11,1
29,10,2,14.52,44.22,1
29,10,3,13.8,57.44,1
29,10,4,78.09,70.47,1
29,10,5,69.68,59.86,1
29,10,6,47.1,62.37,1
29,10,7,47.05,71.4,1
29,10,8,36.64,52.25,1
29,10,9,22.18,60.11,1
30,7,1,5.0,52.37,1
30,7,2,6.56,48.89,1
30,7,3,19.88,52.88,1
30,7,4,16.07,47.85,1
30,7,5,7.43,56.5,1
30,7,6,31.94,50.14,1
30,7,7,9.01,48.59,1
31,3,1,17.67,55.55,1
31,3,2,10.91,61.23,1
31,3,3,5.0,40.02,1
31,3,4,14.68,43.96,1
31,3,5,42.39,40.24,1
31,3,6,5.0,56.58,1
31,3,7,11.14,53.27,1
31,3,8,5.0,47.39,1
31,3,9,13.4,38.93,1
32,9,1,27.34,57.36,1
32,9,2,49.11,46.16,1
32,9,3,41.32,63.88,1
32,9,4,23.86,63.09,1
32,9,5,15.85,46.25,1
32,9,6,35.53,39.77,1
32,9,7,13.6,51.16,1
32,9,8,54.22,61.66,1
32,9,9,25.19,49.55,1
32,9,10,98.84,52.96,1
33,9,1,42.92,84.14,1
33,9,2,52.7,64.11,1
33,9,3,58.4,73.71,1
33,9,4,7.5,78.97,1
33,9,5,21.52,70.72,1
33,9,6,53.47,67.3,1
33,9,7,23.66,72.92,1
33,9,8,15.96,72.6,1
33,9,9,13.49,54.29,1
33,9,10,19.34,89.93,1
34,5,1,24.25,45.23,1
34,5,2,29.43,28.32,1
34,5,3,123.93,49.51,1
34,5,4,24.88,53.68,1
34,5,5,96.99,48.63,1
34,5,6,60.47,21.17,1
34,5,7,127.28,36.28,1
34,5,8,52.17,62.36,1
34,5,9,137.7,41.92,1
34,5,10,66.77,36.41,1
34,5,11,104.4,45.45,1
34,5,12,76.04,24.41,1
34,5,13,153.61,42.89,1
34,5,14,44.89,53.57,1
34,5,15,28.84,33.61,1
35,1,1,18.58,31.01,1
35,1,2,5.0,52.05,1
35,1,3,5.0,83.5,1
35,1,4,20.39,43.17,1
35,1,5,23.47,32.35,1
35,1,6,15.99,28.09,1
35,1,7,10.91,58.88,1
35,1,8,5.42,43.28,1
35,1,9,6.22,55.48,1
35,1,10,33.58,39.08,1
35,1,11,20.23,42.64,1
36,4,1,56.34,69.63,1
36,4,2,6.23,66.12,1
36,4,3,5.0,53.93,1
36,4,4,19.19,69.03,1
36,4,5,12.08,60.94,1
36,4,6,5.0,55.52,1
36,4,7,30.95,82.69,1
37,2,1,93.53,33.68,1
37,2,2,19.34,49.52,1
37,2,3,32.97,58.51,1
37,2,4,19.62,54.63,1
37,2,5,85.95,44.81,1
37,2,6,49.13,40.92,1
37,2,7,29.05,39.46,0
38,8,1,21.89,71.79,1
38,8,2,6.08,41.52,1
38,8,3,22.87,27.53,1
38,8,4,31.65,48.82,1
38,8,5,6.16,41.33,1
38,8,6,26.45,53.51,1
39,6,1,12.55,53.0,1
39,6,2,7.12,57.86,1
39,6,3,28.94,64.92,1
39,6,4,85.64,52.87,0
40,7,1,5.0,56.83,1
40,7,2,7.18,85.89,1
40,7,3,10.54,65.15,1
40,7,4,5.0,70.45,1
40,7,5,5.0,63.77,1
40,7,6,6.53,72.13,1
40,7,7,5.0,81.44,1
41,1,1,33.71,24.11,1
41,1,2,92.91,56.28,1
41,1,3,23.27,30.73,1
41,1,4,29.91,48.12,1
41,1,5,65.97,31.34,1
41,1,6,83.69,28.37,1
41,1,7,73.64,33.16,1
41,1,8,187.19,14.35,1
41,1,9,58.6,46.06,1
41,1,10,102.89,39.08,1
41,1,11,129.28,41.5,1
42,6,1,5.0,61.34,1
42,6,2,8.2,75.58,0
43,4,1,5.0,72.15,0
44,5,1,37.43,55.4,1
44,5,2,12.96,56.09,1
44,5,3,21.47,60.32,1
44,5,4,53.2,51.22,1
44,5,5,6.67,40.5,1
44,5,6,36.2,53.36,1
44,5,7,11.23,72.07,1
44,5,8,13.98,33.09,1
44,5,9,21.12,63.9,1
44,5,10,59.47,58.46,1
44,5,11,17.77,52.39,1
44,5,12,6.84,45.4,1
44,5,13,17.09,31.32,1
44,5,14,40.25,65.49,1
44,5,15,120.75,40.01,1
45,6,1,25.46,60.86,1
45,6,2,14.8,58.33,1
45,6,3,5.0,74.4,1
45,6,4,8.14,54.34,1
45,6,5,30.41,76.96,1
45,6,6,25.46,79.65,1
45,6,7,12.87,60.87,1
45,6,8,29.25,61.55,1
46,2,1,58.5,60.52,1
46,2,2,16.52,42.82,0
47,7,1,19.22,43.13,1
47,7,2,42.64,48.45,0
48,1,1,66.19,33.48,1
48,1,2,59.44,42.56,1
48,1,3,80.33,16.35,1
48,1,4,90.2,37.97,1
48,1,5,58.23,37.81,1
48,1,6,83.92,63.14,0
49,5,1,37.08,42.93,1
49,5,2,124.5,31.55,1
49,5,3,94.14,44.36,1
49,5,4,18.41,38.33,1
49,5,5,21.78,42.94,1
49,5,6,191.38,20.89,1
49,5,7,13.88,27.51,1
49,5,8,8.07,26.87,1
49,5,9,24.61,55.12,1
49,5,10,104.3,68.7,1
49,5,11,110.87,51.33,1
49,5,12,30.28,32.32,1
49,5,13,76.37,37.16,1
49,5,14,18.3,42.72,1
49,5,15,46.49,33.06,1
50,9,1,9.64,77.86,1
50,9,2,31.98,79.86,1
50,9,3,5.0,63.78,1
50,9,4,5.45,72.85,1
50,9,5,21.14,89.83,1
50,9,6,8.24,81.19,1
50,9,7,10.78,97.51,1
50,9,8,21.31,77.09,1
50,9,9,16.88,87.09,1
50,9,10,6.31,70.46,1
51,8,1,11.48,47.87,1
51,8,2,26.35,67.78,1
51,8,3,13.68,87.63,1
51,8,4,7.65,60.13,1
51,8,5,23.5,67.13,1
51,8,6,8.44,69.3,1
52,3,1,7.54,88.17,1
52,3,2,33.95,68.3,1
52,3,3,13.35,100.0,1
52,3,4,13.4,78.72,1
52,3,5,7.7,73.19,1
52,3,6,8.27,96.08,1
52,3,7,9.53,74.95,1
52,3,8,6.23,80.49,1
52,3,9,5.0,69.67,1
53,6,1,22.82,47.23,1
53,6,2,7.96,43.89,1
53,6,3,53.01,48.04,1
53,6,4,5.0,49.3,0
54,4,1,6.6,54.13,1
54,4,2,34.64,54.58,1
54,4,3,9.01,54.55,0
55,5,1,54.22,29.09,1
55,5,2,15.73,58.59,1
55,5,3,92.35,48.53,1
55,5,4,61.87,59.97,1
55,5,5,59.75,31.25,1
55,5,6,92.56,59.92,1
55,5,7,94.17,44.6,1
55,5,8,62.75,49.6,1
55,5,9,26.53,53.84,1
55,5,10,112.93,27.96,1
55,5,11,70.22,50.36,1
55,5,12,11.3,50.63,1
55,5,13,39.68,64.0,1
55,5,14,95.65,32.65,1
55,5,15,17.8,28.92,1
56,5,1,95.7,28.99,0
57,1,1,5.0,71.91,1
57,1,2,14.97,60.48,1
57,1,3,5.0,64.82,1
57,1,4,9.25,65.63,1
57,1,5,20.71,57.25,1
57,1,6,5.0,78.38,1
57,1,7,5.66,87.37,1
57,1,8,14.99,54.91,1
57,1,9,10.75,58.7,1
57,1,10,7.38,65.87,1
57,1,11,15.6,56.2,1
58,3,1,17.99,75.53,1
58,3,2,24.72,44.95,1
58,3,3,15.92,60.02,1
58,3,4,23.62,57.62,1
58,3,5,25.03,49.69,1
58,3,6,17.74,59.56,1
58,3,7,32.93,55.44,1
58,3,8,53.67,39.92,1
58,3,9,42.32,57.87,1
59,10,1,5.0,73.75,1
59,10,2,11.96,73.44,1
59,10,3,17.31,57.3,1
59,10,4,13.98,64.82,1
59,10,5,31.85,65.82,1
59,10,6,11.32,53.15,1
59,10,7,12.54,75.88,1
59,10,8,10.29,73.38,1
59,10,9,10.79,61.72,1
60,2,1,115.19,71.89,1
60,2,2,18.41,65.46,1
60,2,3,54.04,57.2,1
60,2,4,30.66,49.07,1
60,2,5,49.52,59.96,1
60,2,6,156.29,48.68,1
60,2,7,25.42,68.71,1
60,2,8,29.38,71.36,1
60,2,9,77.34,51.5,1
60,2,10,83.4,53.87,1
60,2,11,9.84,76.43,1
60,2,12,28.34,57.71,1
60,2,13,41.58,38.93,1
60,2,14,5.0,63.83,1
60,2,15,18.43,75.07,1
61,1,1,33.08,57.74,1
61,1,2,25.05,54.88,1
61,1,3,37.88,38.01,1
61,1,4,84.94,51.85,1
61,1,5,30.56,50.68,1
61,1,6,53.63,44.18,1
61,1,7,32.56,43.5,1
61,1,8,47.68,57.6,1
61,1,9,16.85,48.36,1
61,1,10,49.67,35.6,1
61,1,11,11.22,80.39,1
62,3,1,42.57,71.6,1
62,3,2,24.87,80.07,1
62,3,3,39.66,92.34,1
62,3,4,19.03,65.21,1
62,3,5,28.81,72.09,1
62,3,6,19.96,49.39,1
62,3,7,62.97,53.12,1
62,3,8,11.16,80.41,1
62,3,9,6.1,93.13,1
63,7,1,6.25,88.92,1
63,7,2,8.93,83.28,1
63,7,3,5.38,98.95,1
63,7,4,5.0,74.67,1
63,7,5,5.0,68.78,1
63,7,6,7.79,79.77,1
63,7,7,11.53,83.49,1
64,8,1,48.44,48.59,1
64,8,2,12.59,67.6,1
64,8,3,47.91,87.34,1
64,8,4,60.98,62.39,1
64,8,5,7.42,54.26,1
64,8,6,55.41,47.22,1
65,3,1,5.0,64.96,1
65,3,2,28.93,71.22,1
65,3,3,27.13,40.34,1
65,3,4,15.51,72.89,1
65,3,5,35.35,74.55,1
65,3,6,14.38,75.91,1
65,3,7,15.48,65.3,1
65,3,8,34.06,69.04,1
65,3,9,24.56,68.81,1
66,9,1,38.7,55.47,1
66,9,2,37.56,66.32,1
66,9,3,22.87,67.77,1
66,9,4,13.28,65.29,1
66,9,5,44.79,49.52,1
66,9,6,16.3,51.86,1
66,9,7,21.68,81.87,1
66,9,8,20.45,40.35,1
66,9,9,13.07,64.14,1
66,9,10,24.57,62.66,1
67,4,1,9.77,72.7,1
67,4,2,5.73,66.59,1
67,4,3,5.0,83.38,1
67,4,4,7.61,74.82,1
67,4,5,7.65,59.09,1
67,4,6,5.0,64.98,1
67,4,7,5.0,76.9,1
68,1,1,24.42,70.0,0
69,1,1,58.32,63.88,1
69,1,2,126.39,52.96,1
69,1,3,51.45,51.36,1
69,1,4,45.98,58.74,1
69,1,5,25.38,31.9,1
69,1,6,8.56,51.69,1
69,1,7,62.76,47.79,1
69,1,8,23.75,43.32,1
69,1,9,62.96,67.37,1
69,1,10,91.62,59.41,1
69,1,11,18.23,35.27,1
70,8,1,35.0,56.24,1
70,8,2,14.4,59.85,1
70,8,3,27.83,54.89,1
70,8,4,33.53,40.04,1
70,8,5,60.17,53.73,1
70,8,6,45.96,28.3,1
71,9,1,60.96,36.06,1
71,9,2,20.3,57.43,1
71,9,3,27.87,63.43,0
72,10,1,59.2,37.93,1
72,10,2,44.93,41.97,1
72,10,3,54.6,40.17,1
72,10,4,57.03,39.01,1
72,10,5,22.76,79.66,1
72,10,6,29.24,61.36,1
72,10,7,67.79,51.88,1
72,10,8,89.15,26.75,1
72,10,9,61.25,34.91,1
73,2,1,57.45,55.64,1
73,2,2,7.8,77.91,1
73,2,3,11.47,45.49,1
73,2,4,84.42,48.7,1
73,2,5,34.27,45.81,1
73,2,6,20.17,75.19,1
73,2,7,30.29,42.66,0
74,8,1,215.5,0.0,1
74,8,2,109.79,35.99,0
75,9,1,18.47,42.15,1
75,9,2,10.87,44.61,1
75,9,3,19.45,63.54,1
75,9,4,55.62,40.71,1
75,9,5,14.11,39.59,0
76,6,1,29.7,56.82,1
76,6,2,5.0,71.2,1
76,6,3,26.95,59.4,1
76,6,4,17.2,71.59,1
76,6,5,69.38,60.22,1
76,6,6,30.13,70.11,1
76,6,7,8.6,56.62,1
76,6,8,44.14,64.69,1
77,7,1,8.94,75.22,1
77,7,2,9.56,67.27,1
77,7,3,5.8,65.46,1
77,7,4,40.08,88.32,1
77,7,5,9.05,58.75,1
77,7,6,14.24,67.21,1
77,7,7,7.14,75.85,1
78,8,1,36.16,32.74,1
78,8,2,9.97,56.42,1
78,8,3,50.53,28.62,0
79,2,1,28.87,59.16,1
79,2,2,71.51,29.17,1
79,2,3,32.91,36.44,1
79,2,4,45.2,32.7,1
79,2,5,20.33,67.71,1
79,2,6,7.89,35.09,1
79,2,7,33.05,33.2,1
79,2,8,65.06,42.2,1
79,2,9,38.09,52.52,1
79,2,10,108.73,57.51,1
79,2,11,63.24,66.51,1
79,2,12,8.65,55.0,1
79,2,13,69.26,33.18,1
79,2,14,147.9,31.76,1
79,2,15,100.14,39.59,1
80,6,1,6.36,75.58,1
80,6,2,5.0,75.22,1
80,6,3,12.07,67.59,1
80,6,4,5.0,94.87,1
80,6,5,5.0,76.61,1
80,6,6,5.0,74.09,1
80,6,7,5.0,69.83,1
80,6,8,9.68,76.8,1
81,8,1,46.59,42.75,1
81,8,2,9.65,30.59,1
81,8,3,140.12,33.47,0
82,10,1,71.93,50.1,1
82,10,2,40.54,38.55,1
82,10,3,24.64,28.53,1
82,10,4,76.53,34.88,1
82,10,5,30.33,36.04,1
82,10,6,55.46,45.56,1
82,10,7,33.12,26.51,1
82,10,8,48.2,49.41,1
82,10,9,94.59,28.65,1
83,7,1,45.07,53.19,1
83,7,2,47.11,60.3,0
84,6,1,21.47,37.98,1
84,6,2,7.99,83.07,1
84,6,3,22.16,71.74,1
84,6,4,14.53,85.47,0
85,3,1,32.77,59.44,1
85,3,2,36.63,69.85,1
85,3,3,12.9,57.99,0
86,6,1,5.0,70.43,1
86,6,2,5.0,55.09,1
86,6,3,5.0,55.58,1
86,6,4,6.81,64.46,0
87,5,1,166.59,22.99,1
87,5,2,7.55,29.33,1
87,5,3,79.21,34.76,1
87,5,4,53.89,33.32,1
87,5,5,63.32,19.74,1
87,5,6,94.27,34.67,0
88,2,1,64.81,32.44,1
88,2,2,168.15,36.73,1
88,2,3,44.88,58.0,1
88,2,4,63.32,45.74,1
88,2,5,63.05,47.52,1
88,2,6,5.0,40.41,1
88,2,7,31.11,44.89,1
88,2,8,18.0,65.42,1
88,2,9,150.55,41.49,1
88,2,10,27.81,42.75,1
88,2,11,150.91,53.4,1
88,2,12,109.93,27.52,1
88,2,13,49.73,54.04,1
88,2,14,189.01,26.89,1
88,2,15,28.8,22.7,1
89,5,1,32.15,63.44,1
89,5,2,9.1,50.56,1
89,5,3,10.04,75.58,1
89,5,4,5.0,65.98,1
89,5,5,36.41,54.03,1
89,5,6,14.84,40.84,1
89,5,7,29.74,66.88,1
89,5,8,20.58,34.93,1
89,5,9,29.58,56.39,1
89,5,10,5.33,49.06,1
89,5,11,51.52,52.03,1
89,5,12,45.75,49.8,1
89,5,13,68.38,63.11,1
89,5,14,48.0,44.01,1
89,5,15,5.0,52.47,1
90,3,1,23.74,52.14,1
90,3,2,55.88,47.93,0
91,5,1,9.16,38.18,1
91,5,2,6.14,52.32,1
91,5,3,17.83,41.83,1
91,5,4,26.66,58.28,1
91,5,5,22.23,42.65,1
91,5,6,5.0,53.44,1
91,5,7,43.75,57.16,1
91,5,8,6.33,57.99,1
91,5,9,20.91,35.22,0
92,8,1,128.31,34.87,1
92,8,2,51.1,33.87,1
92,8,3,38.2,30.0,1
92,8,4,10.9,42.31,1
92,8,5,38.26,43.69,1
92,8,6,100.08,32.58,1
93,8,1,80.3,43.71,1
93,8,2,58.49,44.6,1
93,8,3,55.32,24.15,1
93,8,4,78.83,23.9,1
93,8,5,22.32,22.32,1
93,8,6,87.73,43.54,1
94,10,1,25.2,67.47,1
94,10,2,18.42,52.09,1
94,10,3,7.13,43.24,1
94,10,4,5.0,23.63,1
94,10,5,16.91,61.09,1
94,10,6,11.25,57.21,1
94,10,7,5.0,55.67,1
94,10,8,14.28,49.15,1
94,10,9,11.12,54.7,1
95,5,1,29.35,34.04,1
95,5,2,12.21,32.33,1
95,5,3,12.57,41.48,1
95,5,4,14.05,36.09,1
95,5,5,35.09,39.99,1
95,5,6,26.41,51.35,1
95,5,7,11.0,30.48,1
95,5,8,21.15,54.63,1
95,5,9,13.32,35.43,1
95,5,10,23.79,54.01,1
95,5,11,18.29,57.07,1
95,5,12,25.52,58.53,1
95,5,13,51.54,7.07,1
95,5,14,62.18,86.89,1
95,5,15,16.02,32.32,1
96,1,1,139.95,55.18,1
96,1,2,54.39,83.66,1
96,1,3,49.28,56.06,1
96,1,4,18.29,69.25,1
96,1,5,5.84,57.71,1
96,1,6,108.78,70.82,1
96,1,7,7.68,70.4,1
96,1,8,33.44,61.86,1
96,1,9,133.95,60.86,1
96,1,10,72.1,49.93,1
96,1,11,42.78,59.33,1
97,8,1,15.13,55.38,1
97,8,2,5.0,35.63,1
97,8,3,97.78,56.69,1
97,8,4,183.88,33.02,1
97,8,5,25.79,47.79,1
97,8,6,18.0,44.9,1
98,1,1,12.04,68.04,1
98,1,2,51.37,63.44,1
98,1,3,10.53,60.28,1
98,1,4,20.46,67.97,1
98,1,5,7.96,63.69,1
98,1,6,8.66,58.39,1
98,1,7,14.45,64.46,1
98,1,8,21.49,50.73,1
98,1,9,46.68,54.68,1
98,1,10,23.1,51.44,1
98,1,11,7.41,65.1,1
99,5,1,26.55,55.69,1
99,5,2,12.48,63.12,1
99,5,3,8.27,54.02,1
99,5,4,7.44,35.25,1
99,5,5,5.0,33.26,1
99,5,6,90.62,42.15,1
99,5,7,16.15,37.36,1
99,5,8,38.92,55.17,1
99,5,9,9.01,52.78,1
99,5,10,13.58,42.58,1
99,5,11,27.2,54.46,1
99,5,12,15.45,46.43,1
99,5,13,47.27,61.78,1
99,5,14,14.88,46.83,1
99,5,15,12.09,46.38,1
100,3,1,12.77,33.18,0
101,3,1,33.61,34.22,1
101,3,2,28.66,46.1,1
101,3,3,37.9,28.39,1
101,3,4,56.75,42.84,1
101,3,5,27.8,62.93,1
101,3,6,17.84,46.09,1
101,3,7,20.07,39.9,1
101,3,8,17.94,37.64,1
101,3,9,20.43,53.83,1
102,9,1,8.85,80.72,1
102,9,2,5.0,68.75,1
102,9,3,9.03,68.94,1
102,9,4,9.64,58.77,1
102,9,5,31.06,84.56,1
102,9,6,45.44,60.17,1
102,9,7,5.0,92.21,1
102,9,8,9.2,77.3,1
102,9,9,5.0,72.39,1
102,9,10,23.2,85.98,1
103,3,1,10.9,68.76,1
103,3,2,11.51,51.73,1
103,3,3,23.94,78.83,1
103,3,4,12.37,59.81,1
103,3,5,6.43,71.05,1
103,3,6,32.53,55.32,1
103,3,7,7.8,69.32,1
103,3,8,12.25,61.17,1
103,3,9,28.77,56.99,1
104,4,1,11.69,73.79,1
104,4,2,5.0,85.13,1
104,4,3,11.98,59.79,1
104,4,4,20.57,81.65,1
104,4,5,5.0,97.13,1
104,4,6,24.92,75.09,1
104,4,7,50.58,81.92,1
105,6,1,11.63,76.01,0
106,6,1,5.28,56.41,1
106,6,2,9.3,61.25,1
106,6,3,5.0,37.94,1
106,6,4,16.77,76.28,1
106,6,5,8.75,46.0,1
106,6,6,5.0,62.91,1
106,6,7,13.59,65.16,1
106,6,8,16.32,45.92,1
107,1,1,20.2,65.45,1
107,1,2,22.51,62.39,1
107,1,3,29.76,42.92,1
107,1,4,9.8,17.17,1
107,1,5,12.24,58.34,1
107,1,6,37.35,52.48,1
107,1,7,16.95,68.98,1
107,1,8,21.27,51.43,1
107,1,9,19.7,69.68,1
107,1,10,25.63,67.57,1
107,1,11,12.5,35.3,1
108,5,1,47.14,55.76,1
108,5,2,30.02,55.36,1
108,5,3,39.01,22.07,1
108,5,4,143.07,53.37,1
108,5,5,68.33,49.83,1
108,5,6,152.2,66.9,1
108,5,7,65.08,51.18,1
108,5,8,21.42,47.71,1
108,5,9,61.71,61.55,1
108,5,10,27.61,41.05,1
108,5,11,104.57,41.15,1
108,5,12,15.9,29.76,1
108,5,13,33.53,59.78,1
108,5,14,5.0,57.56,1
108,5,15,8.05,32.14,1
109,8,1,5.0,39.03,1
109,8,2,9.03,59.18,1
109,8,3,5.0,72.14,1
109,8,4,5.65,48.3,1
109,8,5,9.56,88.15,1
109,8,6,5.0,65.38,1
110,8,1,46.53,54.7,1
110,8,2,6.95,62.9,1
110,8,3,24.09,78.39,1
110,8,4,34.46,69.46,1
110,8,5,10.85,68.06,1
110,8,6,35.27,86.26,1
111,9,1,7.01,77.48,1
111,9,2,14.23,66.97,1
111,9,3,10.17,75.83,1
111,9,4,11.86,82.85,1
111,9,5,7.53,89.06,1
111,9,6,19.45,61.29,0
112,7,1,8.22,77.95,0
113,5,1,15.02,42.76,1
113,5,2,12.73,46.57,1
113,5,3,15.91,56.61,1
113,5,4,72.47,62.19,1
113,5,5,6.35,45.84,1
113,5,6,13.34,50.8,1
113,5,7,6.49,54.08,0
114,9,1,5.0,64.9,0
